#time X Y Z
2015-01-27_21:14:50 -1810858.1679491606 -7680370.791940709 1.0842678117221348E8
2015-01-30_16:26:50 5879629.073578903 -4221455.209885967 1.084295920568462E8
2015-02-02_11:38:50 1.3534745667523542E7 -737499.8200997385 1.0777642282835299E8
2015-02-05_06:50:50 2.1107908077924132E7 2750866.468707977 1.0647043416747123E8
2015-02-08_02:02:50 2.855303669980997E7 6222461.363652635 1.0451869018465297E8
2015-02-10_21:14:50 3.5824744499313414E7 9656220.201913785 1.0193214805670103E8
2015-02-13_16:26:50 4.2878319493274316E7 1.3031101024270916E7 9.87254433948374E7
2015-02-16_11:38:50 4.967096479864832E7 1.63266310649008E7 9.491754740032536E7
2015-02-19_06:50:50 5.615989623904498E7 1.952418864811239E7 9.053065613640639E7
2015-02-22_02:02:50 6.2306299494896136E7 2.2600854234859057E7 8.559055248973726E7
2015-02-24_21:14:50 6.807140648600344E7 2.5539155632237453E7 8.012665626846454E7
2015-02-27_16:26:50 7.341926204439998E7 2.8320883701009326E7 7.41716333811842E7
2015-03-02_11:38:50 7.83164201330099E7 3.092872521745192E7 6.776121102419728E7
2015-03-05_06:50:50 8.273178411492789E7 3.334626151520938E7 6.0934015262640305E7
2015-03-08_02:02:50 8.663693886317325E7 3.5560668598812975E7 5.373176492656086E7
2015-03-10_21:14:50 9.000858817128247E7 3.755359104384285E7 4.6198128142440505E7
2015-03-13_16:26:50 9.282426289601411E7 3.931453845946479E7 3.8379113512949936E7
2015-03-16_11:38:50 9.506573615003122E7 4.083227681548531E7 3.0322707261877567E7
2015-03-19_06:50:50 9.671838814606819E7 4.209710150233587E7 2.2078192188929446E7
2015-03-22_02:02:50 9.777086708515018E7 4.3100712955272056E7 1.3696979803224161E7
2015-03-24_21:14:50 9.821538686496153E7 4.3838934324923605E7 5230764.299921269
2015-03-27_16:26:50 9.805023846301796E7 4.43023758832787E7 -3267925.223015975
2015-03-30_12:38:50 9.72748086079651E7 4.4490107591654114E7 -1.1746299092756443E7
2015-04-02_07:50:50 9.586829170640273E7 4.439717419175115E7 -2.0275721051998418E7
2015-04-05_03:02:50 9.387994554659602E7 4.4026743377428465E7 -2.855344145462982E7
2015-04-07_22:14:50 9.130573552224006E7 4.33816086646284E7 -3.6652483427573405E7
2015-04-10_17:26:50 8.816066089563166E7 4.24673959318215E7 -4.4522653533613905E7
2015-04-13_12:38:50 8.446564966732953E7 4.128605288980768E7 -5.2114683970210254E7
2015-04-16_07:50:50 8.024269405247723E7 3.984671991495666E7 -5.938099121713212E7
2015-04-19_03:02:50 7.551805847252613E7 3.815829902387134E7 -6.6276053936314076E7
2015-04-21_22:14:50 7.03208414493172E7 3.6231170392477885E7 -7.275712172388142E7
2015-04-24_17:26:50 6.468421848245763E7 3.407768834561016E7 -7.878280567182106E7
2015-04-27_12:38:50 5.864269311734985E7 3.171211771755736E7 -8.431585615533386E7
2015-04-30_07:50:50 5.2235059080484934E7 2.9147259045747954E7 -8.93219081821527E7
2015-05-03_03:02:50 4.5501004594452195E7 2.640032625627101E7 -9.37697822409988E7
2015-05-05_22:14:50 3.848272278668792E7 2.3488549825748775E7 -9.763197690362549E7
2015-05-08_17:26:50 3.1223733311528426E7 2.0430008103929706E7 -1.008849056391615E8
2015-05-11_12:38:50 2.377043615404075E7 1.7244296566464826E7 -1.0350844510063887E8
2015-05-14_07:50:50 1.61689384851445E7 1.3951074475635655E7 -1.0548671987953795E8
2015-05-17_03:02:50 8466769.634874968 1.0570920476843657E7 -1.0680812849441056E8
2015-05-19_22:14:50 711859.8737563357 7125048.765772716 -1.0746511462123282E8
2015-05-22_17:26:50 -7047470.604516472 3634956.2276226133 -1.0745433006531705E8
2015-05-25_12:38:50 -1.476310659641488E7 122366.09641589783 -1.0677664188760497E8
2015-05-28_07:50:50 -2.238760226128527E7 -3391063.440398258 -1.0543727574973813E8
2015-05-31_03:02:50 -2.9873197605189946E7 -6883332.732850487 -1.0344505952781378E8
2015-06-02_22:14:50 -3.717367078293E7 -1.0334234896872455E7 -1.0081346953979841E8
2015-06-05_17:26:50 -4.42451919748783E7 -1.372022829944764E7 -9.755955638978413E7
2015-06-08_12:38:50 -5.268301792182305E7 -1.7825174386126425E7 -9.265975920002049E7
