#time X Y Z
2030-08-24_16:32:50 1.066866978837992E9 4.085406771643128E8 7.415895615134724E8
2031-01-06_03:14:50 1.1177584864209983E9 4.339576843821989E8 6.388845527750641E8
2031-05-20_15:56:50 1.160623804958188E9 4.5625708563537776E8 5.316891852454167E8
2031-10-02_03:38:50 1.1951928970829546E9 4.752979561540489E8 4.205646965120837E8
2032-02-13_14:20:50 1.2211196209390059E9 4.908823664631438E8 3.064333784969103E8
2032-06-27_03:02:50 1.238175290493539E9 5.029185148552652E8 1.9009812434459096E8
2032-11-08_13:44:50 1.2462263445731192E9 5.112990656128899E8 7.230261048267418E7
2033-03-23_01:26:50 1.2451770925973885E9 5.1594509372602344E8 -4.5911183205473185E7
2033-08-04_14:08:50 1.2350351615541952E9 5.168255525560936E8 -1.6389455134947863E8
2033-12-17_00:50:50 1.2158741682744606E9 5.1390859149049544E8 -2.8073189877383E8
2034-04-30_13:32:50 1.1878444721925144E9 5.0726563534581256E8 -3.954685173836265E8
2034-09-12_01:14:50 1.1511514038812094E9 4.969250004646382E8 -5.0742459126103145E8
2035-01-24_11:56:50 1.10611694524089E9 4.8298418649289715E8 -6.15694822721014E8
2035-06-08_00:38:50 1.0531330531113027E9 4.65571731347256E8 -7.194783123713576E8
2035-10-20_12:20:50 9.925379073679917E8 4.447723071511311E8 -8.182311452252867E8
2036-03-02_23:02:50 9.248643658273212E8 4.2082558017522955E8 -9.111506594238094E8
2036-07-15_11:44:50 8.506508832154167E8 3.939043086700335E8 -9.976080509314374E8
2036-11-26_22:26:50 7.704525436465089E8 3.642125918355759E8 -1.0771300112557652E9
2037-04-10_11:08:50 6.849049824487523E8 3.3199323033039254E8 -1.1491791104072235E9
2037-08-22_22:50:50 5.945911150516235E8 2.974459143457176E8 -1.21338366425402E9
2038-01-04_09:32:50 5.0022799026826495E8 2.608953391807506E8 -1.2693101329918246E9
2038-05-18_22:14:50 4.025357334691938E8 2.2260651485622102E8 -1.3167221991645162E9
2038-09-30_09:56:50 3.021143811427443E8 1.8281621792885074E8 -1.35541689582327E9
2039-02-11_20:38:50 1.9970907730426514E8 1.4182546125967017E8 -1.3852206241317847E9
2039-06-26_09:20:50 9.604032972351316E7 9.991428222493975E7 -1.4060460474292722E9
2039-11-07_20:02:50 -8311282.712037905 5.735020989681175E7 -1.417848505684029E9
2040-03-21_07:44:50 -1.1254473662429433E8 1.4451789729835786E7 -1.4207158026119869E9
2040-08-02_20:26:50 -2.1609485520389304E8 -2.8544311343957555E7 -1.4147145732910695E9
2040-12-15_07:08:50 -3.183537287491512E8 -7.138419360689612E7 -1.3999795932685137E9
2041-04-28_19:50:50 -4.186106319696892E8 -1.1376724738057977E8 -1.376730985129089E9
2041-09-10_07:32:50 -5.1640151675806457E8 -1.554841846067092E8 -1.3451490734921536E9
2042-01-22_18:14:50 -6.111041148037724E8 -1.962680577504514E8 -1.3056093372735114E9
2042-06-06_06:56:50 -7.022122089597611E8 -2.3589615153279963E8 -1.258404589081971E9
2042-10-18_18:38:50 -7.892807246126876E8 -2.74172427471891E8 -1.203870320803144E9
2043-03-02_05:20:50 -8.71799550838663E8 -3.108622405087279E8 -1.1424375512094917E9
2043-07-14_18:02:50 -9.493253216452303E8 -3.457707025492007E8 -1.0745259469734945E9
2043-11-26_04:44:50 -1.0215719653155245E9 -3.7876018894683576E8 -1.0005488061593974E9
2044-04-08_17:26:50 -1.1412830524209352E9 -4.347776545208826E8 -8.48761182679726E8
