#time X Y Z
2015-01-08_19:26:50 -45912.14971454209 -5567956.687124893 5.331898786422729E7
2015-01-09_21:32:50 4151926.3795554484 -3235202.25459933 5.242040859055774E7
2015-01-10_23:38:50 8311004.66988073 -877061.7191321533 5.1106128862945E7
2015-01-12_01:44:50 1.240473864286033E7 1488672.3967287906 4.935677398615914E7
2015-01-13_03:50:50 1.6383261040000273E7 3840864.731308806 4.7174244345416225E7
2015-01-14_05:56:50 2.0213812980747756E7 6157053.843728766 4.4547445987951964E7
2015-01-15_08:02:50 2.3845459840475913E7 8414791.114004785 4.148522223777758E7
2015-01-16_10:08:50 2.723063767105206E7 1.0582703384191032E7 3.800561446646552E7
2015-01-17_12:14:50 3.032914254259039E7 1.2641741413457789E7 3.4116801897357956E7
2015-01-18_14:20:50 3.3090980930576973E7 1.4558059169105314E7 2.9858619107158102E7
2015-01-19_16:26:50 3.547934428227235E7 1.6312189640622867E7 2.5255539146069434E7
2015-01-20_18:32:50 3.745307763639233E7 1.7873625822585195E7 2.0365346822501566E7
2015-01-21_20:38:50 3.889108219059423E7 1.9138690244466633E7 1.5594450045726918E7
