#time X Y Z
2027-08-05_10:42:41 3.675542956190464E8 4.023903555741629E7 4.453504229443725E9
2027-10-04_15:16:17 3.9390841924696857E8 5.106836349360143E7 4.450947794947643E9
2027-12-03_18:49:53 4.202102344296642E8 6.191515982162265E7 4.448206049888818E9
2028-02-01_23:23:29 4.465174705601397E8 7.273400901602572E7 4.445294902318653E9
2028-04-02_04:57:05 4.727812601591804E8 8.357322489412665E7 4.442209485075526E9
2028-06-01_09:30:41 4.990422103817797E8 9.441593785635985E7 4.43893504798155E9
2028-07-31_14:04:17 5.2530536753239816E8 1.0523059914459643E8 4.435492732779008E9
2028-09-29_18:37:53 5.51505320751193E8 1.1605722925344743E8 4.431868246552997E9
2028-11-28_22:11:29 5.776844161669719E8 1.2687835720614833E8 4.428077984185633E9
2029-01-28_02:45:05 6.038634305581559E8 1.3767182678156906E8 4.424108203864819E9
2029-03-29_08:18:41 6.299931448230555E8 1.484813818098751E8 4.41995595123058E9
2029-05-28_12:52:17 6.561583141299026E8 1.5927964524129555E8 4.415628231124973E9
2029-07-27_17:25:53 6.822396576277931E8 1.7007783762738007E8 4.4111340664958515E9
2029-09-25_21:59:29 7.082936950567468E8 1.8086919083605734E8 4.406454761163297E9
2029-11-25_01:33:05 7.343635833682575E8 1.91640977772354E8 4.40160312308315E9
2030-01-24_06:06:41 7.60346077103023E8 2.0241174119410595E8 4.396574203489055E9
2030-03-25_10:40:17 7.86351720406389E8 2.131662265854634E8 4.391371060195102E9
2030-05-24_16:13:53 8.123029741287415E8 2.239327579263417E8 4.385995829921583E9
2030-07-23_20:47:29 8.382326719510199E8 2.346948346483524E8 4.380434087807264E9
2030-09-22_01:21:05 8.641487827983906E8 2.4542652259073633E8 4.374702481369235E9
2030-11-21_04:54:41 8.900060280259517E8 2.5616798079208863E8 4.368789395743309E9
2031-01-20_09:28:17 9.158077464802705E8 2.6688952546650094E8 4.362715642263328E9
2031-03-21_14:01:53 9.416344839617246E8 2.7759837693488175E8 4.356453149407339E9
2031-05-20_19:35:29 9.673845831605984E8 2.883081717728103E8 4.350011886728747E9
2031-07-20_00:09:05 9.931498093430332E8 2.9900196814041215E8 4.343393535845289E9
2031-09-18_04:42:41 1.0188378230700718E9 3.0969495515359885E8 4.336607308860588E9
2031-11-17_08:16:17 1.0444806412868614E9 3.203735233519299E8 4.329637720624335E9
2032-01-16_12:49:53 1.0701015849372016E9 3.310208887426396E8 4.322495457898116E9
2032-03-16_17:23:29 1.0956723659710805E9 3.4167897662019455E8 4.315167971355533E9
2032-05-15_22:57:05 1.1212300527667062E9 3.5231053164237416E8 4.307667090459974E9
2032-07-15_03:30:41 1.1467327187728903E9 3.6294944042690986E8 4.299990452719208E9
2032-09-13_08:04:17 1.1721804002111824E9 3.7357014629532117E8 4.2921290484444146E9
2032-11-12_11:37:53 1.1976105646266766E9 3.841630847605891E8 4.284094023564938E9
