#time X Y Z
2014-12-09_14:52:17 1.3096190970742479E8 5.6779558227720805E7 3.6659760318864405E7
2014-12-11_10:40:17 1.3194999679667246E8 5.720797083680313E7 3.201736383463363E7
2014-12-13_06:28:17 1.3280232557471676E8 5.757745238544971E7 2.7343353105041064E7
2014-12-15_02:16:17 1.3351870606765634E8 5.788792978829787E7 2.2638945011899382E7
2014-12-16_22:04:17 1.340971070461517E8 5.8138539325773E7 1.7910395592214882E7
2014-12-18_17:52:17 1.345369499591761E8 5.832905398440881E7 1.3162587691029789E7
2014-12-20_13:40:17 1.3483741808239695E8 5.845914831107025E7 8400462.124466069
2014-12-22_09:28:17 1.349978658874738E8 5.852857389648412E7 3629052.2103893473
2014-12-24_05:16:17 1.3501784778754547E8 5.853716516549853E7 -1146414.6204622216
2014-12-26_01:04:17 1.3489721854367423E8 5.8484875904678695E7 -5920623.513028974
2014-12-27_20:52:17 1.346364142595871E8 5.837189519539E7 -1.0686370084389502E7
2014-12-29_16:40:17 1.3423544787644958E8 5.819821083796572E7 -1.5442160459883181E7
2014-12-31_12:28:17 1.3369528757520196E8 5.7964210531367086E7 -2.018107893429354E7
2015-01-02_08:16:17 1.330168150847551E8 5.7670239116429545E7 -2.489826258971796E7
2015-01-04_04:04:17 1.3220099151403035E8 5.731667972974647E7 -2.9589067642291505E7
2015-01-05_23:52:17 1.3124881400051613E8 5.6903941660040036E7 -3.424890091723052E7
2015-01-07_19:40:17 1.3016130256649107E8 5.6432457459819086E7 -3.887324849418366E7
2015-01-09_15:28:17 1.2893996223951098E8 5.590288131523976E7 -4.345576854023684E7
2015-01-11_11:16:17 1.2758501198309469E8 5.531531873035026E7 -4.799561959329631E7
2015-01-13_07:04:17 1.2609808519847971E8 5.467049528347155E7 -5.2486406471976615E7
2015-01-15_02:52:17 1.2448050893783869E8 5.396900982183878E7 -5.6923527686805494E7
2015-01-16_22:40:17 1.2273371728941846E8 5.3211512065854415E7 -6.130240506230684E7
2015-01-18_18:28:17 1.2085929544904673E8 5.2398720055410035E7 -6.561836898267295E7
2015-01-20_14:16:17 1.1885900680885907E8 5.1531425305980235E7 -6.986670340452766E7
2015-01-22_10:04:17 1.167355047155826E8 5.061079410638305E7 -7.404095479357001E7
2015-01-24_05:52:17 1.1448991271669595E8 4.963731209798207E7 -7.813989092427215E7
2015-01-26_01:40:17 1.1212549263604961E8 4.861237377688437E7 -8.21572685714262E7
2015-01-27_21:28:17 1.0964512610523413E8 4.753719431711954E7 -8.608885209827833E7
2015-01-29_17:16:17 1.0705182186067963E8 4.641303929603186E7 -8.993070363269489E7
2015-01-31_13:04:17 1.0434857932376187E8 4.524117528588103E7 -9.367917033250433E7
2015-02-02_08:52:17 1.0153841258613117E8 4.40228872134116E7 -9.733073649731769E7
2015-02-04_04:40:17 9.862432145552033E7 4.275946824749541E7 -1.0088200880495813E8
2015-02-06_00:28:17 9.56100261693921E7 4.145253582260992E7 -1.0432821673903006E8
2015-02-07_20:16:17 9.249708939405029E7 4.010278036667189E7 -1.0766911515110987E8
2015-02-09_16:04:17 8.928928857618219E7 3.871185838966674E7 -1.1089997992391118E8
2015-02-11_11:52:17 8.598977278696208E7 3.7281158778122574E7 -1.1401765286869138E8
2015-02-13_07:40:17 8.260174442734113E7 3.581209743300717E7 -1.1701901029864109E8
2015-02-15_03:28:17 7.912851876810631E7 3.430614164287547E7 -1.1990095202220352E8
2015-02-16_23:16:17 7.557352874245118E7 3.276480604447415E7 -1.2266038687508363E8
2015-02-18_19:04:17 7.19411499750901E7 3.1190002990490075E7 -1.2529299723435059E8
2015-02-20_14:52:17 6.823376039131463E7 2.9582761371088114E7 -1.2779843270264529E8
2015-02-22_10:40:17 6.445624553873726E7 2.794517849055253E7 -1.3017265016833131E8
2015-02-24_06:28:17 6.061292827669765E7 2.6279092913513415E7 -1.3241323318763863E8
2015-02-26_02:16:17 5.670820047420961E7 2.4586368033866365E7 -1.345181517219331E8
2015-02-27_22:04:17 5.2746388760865204E7 2.286884457522449E7 -1.3648567066856456E8
2015-03-01_17:52:17 4.873172631449539E7 2.1128335884746443E7 -1.3831428349715886E8
2015-03-03_13:40:17 4.466903204216665E7 1.9366925077837072E7 -1.4000154715922534E8
2015-03-05_09:28:17 4.056102997978171E7 1.758579964214215E7 -1.4154841760848206E8
2015-03-07_05:16:17 3.641245561852281E7 1.5787028092675524E7 -1.4295260488377675E8
2015-03-09_01:04:17 3.222732053431804E7 1.3972370391964648E7 -1.4421301923059165E8
2015-03-10_20:52:17 2.80096437059714E7 1.2143593456277253E7 -1.4532865611140978E8
2015-03-12_16:40:17 2.3763476171633888E7 1.0302480708212627E7 -1.4629854289673933E8
2015-03-14_12:28:17 1.9492889374779772E7 8450826.393478712 -1.4712177624116376E8
2015-03-16_08:16:17 1.5202544362633787E7 6590676.706929733 -1.4779652499614507E8
2015-03-18_04:04:17 1.089560103045493E7 4723416.3322653435 -1.4832394419892353E8
2015-03-19_23:52:17 6577015.352021644 2851191.73030718 -1.4870236641561016E8
2015-03-21_19:40:17 2251364.13178438 975966.0767052169 -1.4893131951092762E8
2015-03-23_15:28:17 -2076648.5137655854 -900257.1404824508 -1.4901065696671712E8
2015-03-25_11:16:17 -6402273.676389028 -2775460.497899677 -1.4894058904136273E8
2015-03-27_07:04:17 -1.0720913231297003E7 -4647686.697100391 -1.4872166623490375E8
2015-03-29_03:52:17 -1.5028160466436803E7 -6515048.078177339 -1.4835467297995678E8
2015-03-30_23:40:17 -1.9417202827019617E7 -8417953.975829264 -1.4782630339047638E8
2015-04-01_19:28:17 -2.3688520939793896E7 -1.0269893340852002E7 -1.4716272485573328E8
2015-04-03_15:16:17 -2.7935965053729992E7 -1.211153758098988E7 -1.4635412047463855E8
2015-04-05_11:04:17 -3.215557719851458E7 -1.3941148365396895E7 -1.4540165167818722E8
2015-04-07_06:52:17 -3.634351567979312E7 -1.575703441965602E7 -1.4430652050546047E8
2015-04-09_02:40:17 -4.049597301872494E7 -1.755751787397779E7 -1.4306997696002567E8
2015-04-10_22:28:17 -4.460900415957733E7 -1.9340860266349997E7 -1.4169234963022164E8
2015-04-12_18:16:17 -4.867913661135452E7 -2.110553218662214E7 -1.4017684863735864E8
2015-04-14_14:04:17 -5.270233840093137E7 -2.2849772344698388E7 -1.3852389628804418E8
2015-04-16_09:52:17 -5.667469762888978E7 -2.4571887751113452E7 -1.3673496410234585E8
2015-04-18_05:40:17 -6.059213997393765E7 -2.627013310699557E7 -1.348117177077083E8
2015-04-20_01:28:17 -6.4450589381396405E7 -2.7942776866778627E7 -1.3275608294187635E8
2015-04-21_21:16:17 -6.824597665270217E7 -2.9588095754201658E7 -1.3057032230997892E8
2015-04-23_17:04:17 -7.197438952561434E7 -3.1204429451379675E7 -1.2825591416132464E8
2015-04-25_12:52:17 -7.563216952391046E7 -3.279021472041729E7 -1.2581777817522977E8
2015-04-27_08:40:17 -7.921586084659413E7 -3.434395948842465E7 -1.2325775410420941E8
2015-04-29_04:28:17 -8.272223241827492E7 -3.586425499963479E7 -1.2057878739761437E8
2015-05-01_00:16:17 -8.614819204266642E7 -3.7349742829656966E7 -1.1778381877492714E8
2015-05-02_20:04:17 -8.949076070761566E7 -3.879910815880072E7 -1.1487584947659197E8
2015-05-04_15:52:17 -9.274709870444255E7 -4.0211093379119314E7 -1.1185786827932368E8
2015-05-06_11:40:17 -9.591447654265687E7 -4.1584487802533664E7 -1.0873286403795013E8
2015-05-08_07:28:17 -9.899028518751302E7 -4.291813301522678E7 -1.0550254170550749E8
2015-05-10_03:16:17 -1.0197168069848217E8 -4.4210773877147794E7 -1.0217240997942227E8
2015-05-11_23:04:17 -1.048560724386909E8 -4.546127569549316E7 -9.874420229591726E7
2015-05-13_18:52:17 -1.076407263665317E8 -4.666845743172817E7 -9.52209682951928E7
2015-05-15_14:40:17 -1.1032286378419091E8 -4.7831135527620025E7 -9.160592820461892E7
2015-05-17_10:28:17 -1.1289971459555773E8 -4.894814391603661E7 -8.790250237957215E7
2015-05-19_06:16:17 -1.1536856883028205E8 -5.001834705558971E7 -8.411438507348837E7
2015-05-21_02:04:17 -1.1772698501464777E8 -5.1040720793653764E7 -8.024400261225717E7
2015-05-22_21:52:17 -1.1997245339126346E8 -5.201419862604202E7 -7.629844706557654E7
2015-05-24_17:40:17 -1.2210307482054955E8 -5.2937963028785214E7 -7.228043064571866E7
2015-05-26_13:28:17 -1.2411708105302359E8 -5.381123940605361E7 -6.819415470744099E7
2015-05-28_09:16:17 -1.2601286362616357E8 -5.4633312603730164E7 -6.404375378278566E7
2015-05-30_05:04:17 -1.2778898304310094E8 -5.540353482672955E7 -5.9833347956166886E7
2015-06-01_00:52:17 -1.2944412358277701E8 -5.612130904889824E7 -5.556701011594844E7
2015-06-02_20:40:17 -1.3097712100857277E8 -5.678610313285645E7 -5.1247066627771154E7
2015-06-04_16:28:17 -1.3238680077943736E8 -5.739738131167795E7 -4.6880832083915316E7
2015-06-06_12:16:17 -1.3367215078670979E8 -5.795468404292303E7 -4.247052804615071E7
2015-06-08_08:04:17 -1.348320998023114E8 -5.8457537632731564E7 -3.8020011669561565E7
2015-06-10_03:52:17 -1.3586552718571377E8 -5.890546266905219E7 -3.3533139204575986E7
2015-06-11_23:40:17 -1.3677129731137222E8 -5.9297989377727784E7 -2.9013905619965162E7
2015-06-13_19:28:17 -1.375483035171256E8 -5.963467271529302E7 -2.446646943428242E7
2015-06-15_15:16:17 -1.3819543754489195E8 -5.9915070335054405E7 -1.9893366308463648E7
2015-06-17_11:04:17 -1.387120429764682E8 -6.013892987321068E7 -1.53027734972752E7
2015-06-19_06:52:17 -1.390974612122213E8 -6.0305985047903694E7 -1.069753753487092E7
2015-06-21_02:40:17 -1.3935138818665722E8 -6.041610807104937E7 -6082337.349342916
2015-06-22_22:28:17 -1.3947376149666074E8 -6.046926299466039E7 -1461830.5208208333
2015-06-24_18:16:17 -1.3946472672928193E8 -6.04654948656909E7 3159463.7974040112
2015-06-26_14:04:17 -1.3932457991176492E8 -6.040490849640594E7 7777080.1665059365
2015-06-28_09:52:17 -1.3905374684191716E8 -6.028766192158528E7 1.2386643696094863E7
2015-06-30_05:40:17 -1.3865245829992926E8 -6.011382792458086E7 1.6985842225905344E7
2015-07-02_01:28:17 -1.3812194657299235E8 -5.988391469705411E7 2.1566703930436064E7
2015-07-03_21:16:17 -1.37462630193867E8 -5.95980841462388E7 2.612711916155215E7
2015-07-05_17:04:17 -1.3667519071612158E8 -5.925662428287207E7 3.0663154576270577E7
2015-07-07_12:52:17 -1.3576024448762342E8 -5.885981126942091E7 3.517095778167011E7
2015-07-09_08:40:17 -1.347183764220861E8 -5.8407923569610186E7 3.9646554998594746E7
2015-07-11_04:28:17 -1.3355020315205207E8 -5.790126466945426E7 4.408585377055566E7
2015-07-13_00:16:17 -1.3225598014068627E8 -5.733998340682336E7 4.8486450796896316E7
2015-07-14_20:04:17 -1.3083756893403141E8 -5.672491746635478E7 5.2840273247713156E7
2015-07-16_15:52:17 -1.292956750708242E8 -5.605638960174458E7 5.714476409115188E7
2015-07-18_11:40:17 -1.276317191570743E8 -5.533501719091302E7 6.1395519212458484E7
2015-07-20_07:28:17 -1.2584733917415452E8 -5.456149947914297E7 6.558828251361181E7
2015-07-22_03:16:17 -1.2394438892962201E8 -5.37366210950992E7 6.971886957013229E7
2015-07-23_23:04:17 -1.2192485705563985E8 -5.2861220532793514E7 7.378326650734109E7
2015-07-25_18:52:17 -1.197902332664187E8 -5.193591729797908E7 7.777934061392203E7
2015-07-25_18:52:18 -1.123905557548834E8 -4.872696467040393E7 8.980565949373296E7
