HIP72370	3.83	221.96552567	-79.04471242	
HIP43783	3.84	133.76192355	-60.64471195	
HIP97433	3.84	297.04255658	+70.26783533	
HIP17440	3.84	056.04814541	-64.80709398	
HIP51624	3.84	158.20281305	+09.30659431	
HIP89341	3.84	273.44086963	-21.05883031	
HIP51986	3.84	159.32606984	-48.22561631	
HIP20885	3.84	067.14346805	+15.96221721	
HIP17448	3.84	056.07969347	+32.28827325	
HIP88794	3.84	271.88562824	+28.76247025	
HIP61199	3.84	188.11712896	-72.13297590	
HIP91117	3.85	278.80182442	-08.24330819	
HIP27321	3.85	086.82118054	-51.06671329	
HIP19747	3.85	063.50033880	-42.29387294	
HIP61622	3.85	189.42636588	-48.54128816	
HIP78072	3.85	239.11247598	+15.66473327	
HIP50191	3.85	153.68447399	-42.12206281	
HIP90139	3.85	275.92402821	+21.77034249	
HIP30277	3.85	095.52852147	-33.43627251	
HIP61281	3.85	188.37101041	+69.78820992	
HIP110395	3.86	335.41374983	-01.38735315	
HIP25859	3.86	082.80306450	-35.47043592	
HIP79664	3.86	243.85944228	-63.68564897	
HIP87808	3.86	269.06324389	+37.25052158	
HIP4436	3.86	014.18790699	+38.49925513	
HIP21594	3.86	069.54529558	-14.30358700	
HIP81065	3.86	248.36443409	-78.89695917	
HIP97804	3.87	298.11818257	+01.00567827	
HIP68282	3.87	209.66988070	-44.80353140	
HIP43023	3.87	131.50689464	-46.04153920	
HIP17573	3.87	056.45663804	+24.36785796	
HIP78104	3.87	239.22119438	-29.21401221	
HIP71957	3.87	220.76484284	-05.65742910	
HIP74376	3.88	227.98400434	-48.73770212	
HIP765	3.88	002.35224949	-45.74698836	
HIP114421	3.88	347.58928308	-45.24664747	
HIP48455	3.88	148.19149028	+26.00708498	
HIP8832	3.88	028.38235506	+19.29409264	
HIP45336	3.89	138.59080529	+02.31502422	
HIP13701	3.89	044.10668245	-08.89760976	
HIP98110	3.89	299.07665069	+35.08349079	
HIP60129	3.89	184.97663096	-00.66674709	
HIP33152	3.89	103.53314518	-24.18422296	
HIP55425	3.90	170.25184266	-54.49101395	
HIP47431	3.90	144.96389156	-01.14265722	
HIP65936	3.90	202.76111861	-39.40727983	
HIP41307	3.91	126.41529546	-03.90636482	
HIP60823	3.91	187.01004828	-50.23060480	
HIP18907	3.91	060.78907003	+05.98930909	
HIP73807	3.91	226.27960699	-47.05119386	
HIP76333	3.91	233.88141398	-14.78955365	
HIP79992	3.91	244.93519958	+46.31327084	
HIP104987	3.92	318.95581976	+05.24807390	
HIP83207	3.92	255.07252582	+30.92633926	
HIP95168	3.92	290.41823037	-17.84725155	
HIP21444	3.93	069.07975243	-03.35244800	
HIP37504	3.93	115.45498347	-72.60613528	
HIP2072	3.93	006.55048418	-43.67990933	
HIP7083	3.93	022.81242306	-49.07307701	
HIP54463	3.93	167.14748181	-58.97504198	
HIP13531	3.93	043.56442700	+52.76248991	
HIP88192	3.93	270.16131466	+02.93158759	
HIP78933	3.93	241.70180197	-20.66913479	
HIP5348	3.94	017.09608370	-55.24583235	
HIP37447	3.94	115.31198612	-09.55108315	
HIP37677	3.94	115.95196716	-28.95483520	
HIP42911	3.94	131.17129209	+18.15486399	
HIP103413	3.94	314.29338184	+41.16719384	
HIP9598	3.95	030.85912643	+72.42123962	
HIP31592	3.95	099.17082883	-19.25570928	
